,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
0,FS,2025-03-28,89.6,-1.76,5.3,"Yamamoto, Yoshinobu",679529,808967,strikeout,called_strike,,,,,13,Spencer Torkelson called out on strikes.,R,R,R,LAD,DET,S,2.0,,2,2,2025,-0.53,0.44,-0.85,2.37,,,650402.0,2,5,Top,,,,,,,3.392808927259971,-130.5258504203765,-2.251715672211584,-6.716829707364782,25.116573969868963,-26.84449177632656,3.3,1.63,,,,90.4,1387,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.0,,0.0,0.0,1.0,0.0,0.0,,34,5,Split-Finger,0,2,2,0,2,0,2,0,Standard,Strategic,234,0.018,-0.234,,,,0.234,,-2,2,0.259,0.741,26,25,27,26,3,2,10,1.0,,1.0,2.37,0.53,0.53,42.2
1,FF,2025-03-28,94.5,-1.76,5.29,"Yamamoto, Yoshinobu",679529,808967,,called_strike,,,,,3,Spencer Torkelson called out on strikes.,R,R,R,LAD,DET,S,,,2,1,2025,-0.55,1.35,0.58,2.92,,,650402.0,2,5,Top,,,,,,,7.347047005759917,-137.43500968947296,-3.487812964262388,-8.63142877215283,30.781816310021185,-14.531219249745137,3.3,1.6,,,,95.0,2193,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.88,,,,,,,,34,4,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Strategic,216,0.0,-0.072,,,,0.072,,-2,2,0.259,0.741,26,25,27,26,3,2,10,1.0,,1.0,1.21,0.55,0.55,41.1
2,CU,2025-03-28,76.7,-1.6,5.46,"Yamamoto, Yoshinobu",679529,808967,,called_strike,,,,,1,Spencer Torkelson called out on strikes.,R,R,R,LAD,DET,S,,,2,0,2025,1.01,-1.28,-0.54,3.0,,,650402.0,2,5,Top,,,,,,,0.4284218564293121,-111.53193945095886,4.221070526755858,8.258676906307398,22.289221228833416,-43.822473451795794,3.3,1.64,,,,76.7,2712,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.95,,,,,,,,34,3,Curveball,0,2,2,0,2,0,2,0,Standard,Strategic,36,0.0,-0.048,,,,0.048,,-2,2,0.259,0.741,26,25,27,26,3,2,10,1.0,,1.0,5.19,-1.01,-1.01,51.6
3,FC,2025-03-28,90.5,-1.83,5.25,"Yamamoto, Yoshinobu",679529,808967,,ball,,,,,14,Spencer Torkelson called out on strikes.,R,R,R,LAD,DET,B,,,1,0,2025,0.5,0.71,0.84,1.79,,,650402.0,2,5,Top,,,,,,,5.634651211181542,-131.7422060073181,-4.265002769811222,4.603605655380148,27.452985377538667,-23.193359140352023,3.3,1.6,,,,91.0,2456,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.0,,,,,,,,34,2,Cutter,0,2,2,0,2,0,2,0,Standard,Strategic,187,0.0,0.05,,,,-0.05,,-2,2,0.259,0.741,26,25,27,26,3,2,10,1.0,,1.0,2.07,-0.5,-0.5,38.0
4,CU,2025-03-28,76.4,-1.48,5.56,"Yamamoto, Yoshinobu",679529,808967,,ball,,,,,1,Spencer Torkelson called out on strikes.,R,R,R,LAD,DET,B,,,0,0,2025,1.12,-1.32,-0.75,3.42,,,650402.0,2,5,Top,,,,,,,-0.4926759477593172,-110.9165782844404,5.091447186335115,9.204851994808118,23.324795785259848,-44.28637207231496,3.3,1.6,,,,76.0,2750,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.95,,,,,,,,34,1,Curveball,0,2,2,0,2,0,2,0,Standard,Strategic,35,0.0,0.034,,,,-0.034,,-2,2,0.259,0.741,26,25,27,26,3,2,10,1.0,,1.0,5.31,-1.12,-1.12,50.7
5,FS,2025-03-28,90.5,-1.85,5.38,"Yamamoto, Yoshinobu",682985,808967,strikeout,swinging_strike,,,,,13,Riley Greene strikes out swinging.,R,L,R,LAD,DET,S,2.0,,2,2,2025,-1.19,0.02,-0.46,1.33,,,650402.0,1,5,Top,,,,,,,6.038346415665098,-131.68494994509882,-4.215746662670105,-15.122936240922993,28.03704057071094,-31.245305986644752,3.42,1.64,,,,90.8,1429,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.01,,0.0,0.0,1.0,0.0,0.0,,33,5,Split-Finger,0,2,2,0,2,0,2,0,Infield shade,Standard,238,0.021,-0.229,74.6,7.9,,0.229,,-2,2,0.238,0.762,26,24,27,25,3,2,10,1.0,,1.0,2.76,1.19,-1.19,41.9
6,FC,2025-03-28,90.7,-1.9,5.29,"Yamamoto, Yoshinobu",682985,808967,,foul,,,,,14,Riley Greene strikes out swinging.,R,L,R,LAD,DET,S,,,2,1,2025,0.22,0.65,0.67,1.48,,,650402.0,1,5,Top,,,,,,,5.993781625273987,-132.0961410330529,-5.102239805350529,1.46691655550666,25.044930390809927,-23.664559743044855,3.42,1.64,,,,91.7,2442,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.89,,,,,,,,33,4,Cutter,0,2,2,0,2,0,2,0,Infield shade,Standard,183,0.0,-0.057,81.2,6.6,,0.057,,-2,2,0.238,0.762,26,24,27,25,3,2,10,1.0,,1.0,2.09,-0.22,0.22,43.8
7,FS,2025-03-28,90.1,-1.91,5.37,"Yamamoto, Yoshinobu",682985,808967,,blocked_ball,,,,,13,Riley Greene strikes out swinging.,R,L,R,LAD,DET,B,,,1,1,2025,-1.5,0.05,-1.14,0.51,,,650402.0,1,5,Top,,,,,,,5.115451514873791,-131.05927083012108,-6.237395188484763,-18.375490835414737,28.490769326649865,-30.451346128470785,3.25,1.64,,,,90.5,1722,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.86,,,,,,,,33,3,Split-Finger,0,2,2,0,2,0,2,0,Infield shade,Standard,233,0.0,0.046,,,,-0.046,,-2,2,0.238,0.762,26,24,27,25,3,2,10,1.0,,1.0,2.77,1.5,-1.5,45.3
8,FF,2025-03-28,94.1,-1.83,5.35,"Yamamoto, Yoshinobu",682985,808967,,called_strike,,,,,7,Riley Greene strikes out swinging.,R,L,R,LAD,DET,S,,,1,0,2025,-0.56,1.48,-0.46,1.93,,,650402.0,1,5,Top,,,,,,,4.8463578784221735,-136.83617395191828,-6.478850569549458,-8.121119461374104,30.413107939135408,-12.318387809188469,3.25,1.63,,,,94.6,2187,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.88,,,,,,,,33,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shade,Standard,215,0.0,-0.047,,,,0.047,,-2,2,0.238,0.762,26,24,27,25,3,2,10,1.0,,1.0,1.1,0.56,-0.56,42.9
9,FF,2025-03-28,93.6,-1.93,5.3,"Yamamoto, Yoshinobu",682985,808967,,ball,,,,,13,Riley Greene strikes out swinging.,R,L,R,LAD,DET,B,,,0,0,2025,-0.57,1.33,-0.36,1.46,,,650402.0,1,5,Top,,,,,,,5.356387344408093,-136.11150984718068,-7.154680566929463,-8.289653443293565,29.20185337548391,-14.207790175058252,3.25,1.77,,,,94.3,2343,6.7,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.84,,,,,,,,33,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shade,Standard,215,0.0,0.036,,,,-0.036,,-2,2,0.238,0.762,26,24,27,25,3,2,10,1.0,,1.0,1.27,0.57,-0.57,42.9
10,FS,2025-03-28,91.2,-1.96,5.28,"Yamamoto, Yoshinobu",681481,808967,strikeout,swinging_strike,,,,,13,Kerry Carpenter strikes out swinging.,R,L,R,LAD,DET,S,2.0,,2,2,2025,-1.25,0.48,-1.32,1.69,,,650402.0,0,5,Top,,,,,,,4.307552866751092,-132.728087558286,-4.215680667587403,-15.719004543017904,27.10225024646641,-25.847648295244568,3.3,1.6,,,,91.7,1653,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.99,,0.0,0.0,1.0,0.0,0.0,,32,5,Split-Finger,0,2,2,0,2,0,2,0,Infield shade,Standard,224,0.025,-0.228,72.0,7.4,,0.228,,-2,2,0.213,0.787,26,27,27,28,3,2,10,1.0,,1.0,2.25,1.25,-1.25,41.7
11,FC,2025-03-28,90.2,-1.93,5.27,"Yamamoto, Yoshinobu",681481,808967,,foul_tip,,,,,14,Kerry Carpenter strikes out swinging.,R,L,R,LAD,DET,S,,,2,1,2025,0.35,0.65,0.96,1.53,,,650402.0,0,5,Top,,,,,,,6.492992826241411,-131.361614102653,-4.812060830134108,2.8017411280658777,25.03246261384836,-23.823367852743495,3.3,1.6,,,,91.1,2499,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.95,,,,,,,,32,4,Cutter,0,2,2,0,2,0,2,0,Infield shade,Standard,181,0.0,-0.048,73.9,7.8,,0.048,,-2,2,0.213,0.787,26,27,27,28,3,2,10,1.0,,1.0,2.12,-0.35,0.35,39.7
12,FF,2025-03-28,93.8,-2.01,5.3,"Yamamoto, Yoshinobu",681481,808967,,foul,,,,,11,Kerry Carpenter strikes out swinging.,R,L,R,LAD,DET,S,,,2,0,2025,-0.57,1.24,-0.86,3.09,,,650402.0,0,5,Top,,,,,,,4.244728132686896,-136.73105175613424,-2.8178963114613778,-7.982744259566775,27.019696724916592,-16.09112408201746,3.3,1.6,178.0,82.2,14.0,94.8,2077,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.98,,,,,,,,32,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shade,Standard,219,0.0,-0.074,72.2,7.1,,0.074,88.0,-2,2,0.213,0.787,26,27,27,28,3,2,10,1.0,,1.0,1.32,0.57,-0.57,38.7
13,FS,2025-03-28,90.4,-1.98,5.31,"Yamamoto, Yoshinobu",681481,808967,,blocked_ball,,,,,13,Kerry Carpenter strikes out swinging.,R,L,R,LAD,DET,B,,,1,0,2025,-1.12,0.39,-0.24,0.68,,,650402.0,0,5,Top,,,,,,,6.742457022833861,-131.43463937611827,-6.458119498482488,-14.36790415192634,26.07852664034505,-26.54228344696247,3.13,1.67,,,,90.9,1670,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.0,,,,,,,,32,2,Split-Finger,0,2,2,0,2,0,2,0,Infield shade,Standard,231,0.0,0.068,,,,-0.068,,-2,2,0.213,0.787,26,27,27,28,3,2,10,1.0,,1.0,2.39,1.12,-1.12,39.2
14,CU,2025-03-28,76.6,-1.71,5.51,"Yamamoto, Yoshinobu",681481,808967,,ball,,,,,11,Kerry Carpenter strikes out swinging.,R,L,R,LAD,DET,B,,,0,0,2025,0.91,-1.45,-0.99,2.49,,,650402.0,0,5,Top,,,,,,,-0.1185753857431497,-111.38310340242772,3.374824110012982,7.557627085240298,21.93395986795963,-45.07634275877734,3.08,1.6,,,,76.6,2683,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.95,,,,,,,,32,1,Curveball,0,2,2,0,2,0,2,0,Infield shade,Standard,31,0.0,0.042,,,,-0.042,,-2,2,0.213,0.787,26,27,27,28,3,2,10,1.0,,1.0,5.37,-0.91,0.91,49.3
15,CU,2025-03-28,76.3,-1.46,5.51,"Yamamoto, Yoshinobu",650402,808967,walk,ball,,,,,11,Gleyber Torres walks.,R,R,R,LAD,DET,B,,,3,2,2025,0.83,-1.4,-0.71,3.24,,,,0,5,Top,,,,,,,0.0908410047905156,-110.88389452381712,4.901770500451596,6.7888577684797,22.010012824395357,-44.87090696731713,2.96,1.48,,,,76.2,2564,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.98,,0.694137,0.7,1.0,0.0,0.0,,31,6,Curveball,0,2,2,0,2,0,2,0,Strategic,Standard,31,-0.026,0.371,,,,-0.371,,-2,2,0.239,0.761,26,28,27,29,3,2,10,1.0,,,5.36,-0.83,-0.83,52.5
16,FS,2025-03-28,90.8,-1.74,5.23,"Yamamoto, Yoshinobu",650402,808967,,ball,,,,,13,Gleyber Torres walks.,R,R,R,LAD,DET,B,,,2,2,2025,-0.8,-0.04,-0.29,0.6,,,,0,5,Top,,,,,,,5.372464772634974,-132.21036408025918,-5.659574692391492,-10.44707290840229,25.69690919027437,-31.773813931463827,3.03,1.47,,,,91.8,1506,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.85,,,,,,,,31,5,Split-Finger,0,2,2,0,2,0,2,0,Strategic,Standard,233,0.0,0.107,,,,-0.107,,-2,2,0.239,0.761,26,28,27,29,3,2,10,1.0,,,2.79,0.8,0.8,38.2
17,FC,2025-03-28,90.9,-1.63,5.34,"Yamamoto, Yoshinobu",650402,808967,,foul_tip,,,,,9,Gleyber Torres walks.,R,R,R,LAD,DET,S,,,2,1,2025,0.38,0.63,0.8,1.68,,,,0,5,Top,,,,,,,5.3004106585955215,-132.36671983411162,-4.672732949906065,3.4305088577123324,26.085520245294035,-24.02721294276359,3.2,1.52,,,,91.6,2473,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.03,,,,,,,,31,4,Cutter,0,2,2,0,2,0,2,0,Strategic,Standard,182,0.0,-0.069,38.0,7.0,,0.069,,-2,2,0.239,0.761,26,28,27,29,3,2,10,1.0,,,2.11,-0.38,-0.38,43.2
18,FF,2025-03-28,93.4,-1.76,5.53,"Yamamoto, Yoshinobu",650402,808967,,foul,,,,,6,Gleyber Torres walks.,R,R,R,LAD,DET,S,,,2,0,2025,-0.4,1.52,0.79,2.28,,,,0,5,Top,,,,,,,7.482986344325576,-135.74759248006995,-6.01574586194432,-6.554987647678762,28.116295101545187,-12.251402634784998,3.2,1.52,214.0,73.4,43.0,93.9,2240,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.95,,,,,,,,31,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Strategic,Standard,211,0.0,-0.065,74.4,7.3,,0.065,88.0,-2,2,0.239,0.761,26,28,27,29,3,2,10,1.0,,,1.09,0.4,0.4,43.8
19,FF,2025-03-28,93.9,-1.68,5.39,"Yamamoto, Yoshinobu",650402,808967,,ball,,,,,14,Gleyber Torres walks.,R,R,R,LAD,DET,B,,,1,0,2025,-0.36,1.44,1.74,1.24,,,,0,5,Top,,,,,,,9.678549357734925,-136.40885366687695,-8.298126942044483,-6.411891399332836,26.364432413824087,-12.525162420391192,2.88,1.53,,,,94.7,2300,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.94,,,,,,,,31,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,212,0.0,0.069,,,,-0.069,,-2,2,0.239,0.761,26,28,27,29,3,2,10,1.0,,,1.13,0.36,0.36,45.3
20,FC,2025-03-28,89.5,-1.82,5.38,"Yamamoto, Yoshinobu",650402,808967,,ball,,,,,14,Gleyber Torres walks.,R,R,R,LAD,DET,B,,,0,0,2025,0.5,0.61,1.09,0.89,,,,0,5,Top,,,,,,,6.187605455130704,-130.2915677116685,-6.496660301455902,4.648575494157575,24.127925761555232,-24.112383826379027,3.03,1.5,,,,90.6,2484,6.7,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.81,,,,,,,,31,1,Cutter,0,2,2,0,2,0,2,0,Standard,Standard,180,0.0,0.038,,,,-0.038,,-2,2,0.239,0.761,26,28,27,29,3,2,10,1.0,,,2.21,-0.5,-0.5,43.8
21,FS,2025-03-28,89.8,-1.91,5.37,"Yamamoto, Yoshinobu",668952,808967,strikeout,swinging_strike,,,,,7,Ryan Kreidler strikes out swinging.,R,R,R,LAD,DET,S,2.0,,1,2,2025,-0.54,-0.18,-0.72,2.0,,,,2,4,Top,,,,,,,4.102738844233384,-130.8679095888285,-2.06570140943778,-7.08431922509253,25.943257824775632,-34.002136641108585,3.43,1.56,,,,90.5,1483,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.0,,0.0,0.0,1.0,0.0,0.0,,27,4,Split-Finger,0,2,2,0,2,0,2,0,Standard,Standard,235,0.009,-0.18,75.3,7.9,,0.18,,-2,2,0.291,0.709,26,27,27,28,2,1,10,1.0,,1.0,2.98,0.54,0.54,42.0
22,FF,2025-03-28,94.8,-1.73,5.42,"Yamamoto, Yoshinobu",668952,808967,,ball,,,,,14,Ryan Kreidler strikes out swinging.,R,R,R,LAD,DET,B,,,0,2,2025,-0.61,1.35,1.57,1.4,,,,2,4,Top,,,,,,,9.999230086676796,-137.6680468801908,-7.928380110716175,-9.833076058295193,27.52196465957803,-13.348806985891036,3.34,1.55,,,,95.4,2236,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.0,,,,,,,,27,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,208,0.0,0.023,,,,-0.023,,-2,2,0.291,0.709,26,27,27,28,2,1,10,1.0,,1.0,1.17,0.61,0.61,45.7
23,FF,2025-03-28,95.2,-1.71,5.5,"Yamamoto, Yoshinobu",668952,808967,,called_strike,,,,,9,Ryan Kreidler strikes out swinging.,R,R,R,LAD,DET,S,,,0,1,2025,-0.49,1.34,0.57,2.02,,,,2,4,Top,,,,,,,7.080289239904874,-138.41922348987822,-6.54649473248211,-7.694665227874689,27.50599874376528,-13.641297865347113,3.26,1.55,,,,95.8,2200,6.4,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.09,,,,,,,,27,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,217,0.0,-0.058,,,,0.058,,-2,2,0.291,0.709,26,27,27,28,2,1,10,1.0,,1.0,1.16,0.49,0.49,45.0
24,FF,2025-03-28,94.7,-1.7,5.48,"Yamamoto, Yoshinobu",668952,808967,,swinging_strike,,,,,6,Ryan Kreidler strikes out swinging.,R,R,R,LAD,DET,S,,,0,0,2025,-0.32,1.41,0.67,2.61,,,,2,4,Top,,,,,,,6.923689800864151,-137.74779281574297,-4.980924618473427,-5.589443675353375,28.948896066023373,-13.2839906303418,3.43,1.56,,,,95.1,2187,6.4,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.07,,,,,,,,27,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,213,0.0,-0.041,60.5,6.5,,0.041,,-2,2,0.291,0.709,26,27,27,28,2,1,10,1.0,,1.0,1.12,0.32,0.32,47.4
25,CU,2025-03-28,75.8,-1.6,5.62,"Yamamoto, Yoshinobu",700242,808967,field_out,hit_into_play,,,,,5,"Trey Sweeney grounds out, second baseman Tommy Edman to first baseman Freddie Freeman.",R,L,R,LAD,DET,X,4.0,ground_ball,0,0,2025,1.05,-1.38,0.01,2.87,,,,1,4,Top,158.55,143.08,,,,,1.4906967604161134,-110.19076524680432,3.933383949166149,8.21127342909991,21.72426459371753,-44.37107505061368,3.63,1.68,11.0,94.6,-15.0,75.9,2596,6.7,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.82,0.174,0.17,0.0,1.0,0.0,0.0,2.0,26,1,Curveball,0,2,2,0,2,0,2,0,Standard,Standard,32,0.012,-0.256,70.9,6.7,0.204,0.256,94.6,-2,2,0.279,0.721,26,25,27,25,2,1,10,1.0,,1.0,5.39,-1.05,1.05,52.9
26,FF,2025-03-28,94.1,-1.88,5.36,"Yamamoto, Yoshinobu",693307,808967,strikeout,called_strike,,,,,6,Dillon Dingler called out on strikes.,R,R,R,LAD,DET,S,2.0,,1,2,2025,-0.66,1.48,0.63,2.34,,,,0,4,Top,,,,,,,7.971726922994923,-136.79619563577006,-5.449708918434168,-9.926833324325582,27.910732045234955,-12.540250140001366,3.35,1.56,,,,94.6,2340,6.4,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.06,,0.0,0.0,1.0,0.0,0.0,,25,4,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,215,0.017,-0.186,,,,0.186,,-2,2,0.262,0.738,26,26,27,27,2,1,10,,,1.0,1.08,0.66,0.66,41.3
27,FF,2025-03-28,94.4,-1.73,5.39,"Yamamoto, Yoshinobu",693307,808967,,called_strike,,,,,6,Dillon Dingler called out on strikes.,R,R,R,LAD,DET,S,,,1,1,2025,-0.57,1.4,0.4,2.31,,,,0,4,Top,,,,,,,6.820924600728537,-137.27742600874478,-5.503758135436774,-8.60269644332959,27.700777688789376,-13.36954267764498,3.35,1.56,,,,95.1,2177,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.99,,,,,,,,25,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,216,0.0,-0.056,,,,0.056,,-2,2,0.262,0.738,26,26,27,27,2,1,10,,,1.0,1.14,0.57,0.57,44.1
28,FF,2025-03-28,94.9,-1.6,5.53,"Yamamoto, Yoshinobu",693307,808967,,ball,,,,,11,Dillon Dingler called out on strikes.,R,R,R,LAD,DET,B,,,0,1,2025,-0.52,1.48,-0.39,3.95,,,,0,4,Top,,,,,,,4.34667253842798,-138.25826356461906,-1.783255818114141,-7.690253731439743,30.42784094323807,-13.03680925709764,3.35,1.54,,,,95.2,2187,6.4,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.15,,,,,,,,25,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,216,0.0,0.025,,,,-0.025,,-2,2,0.262,0.738,26,26,27,27,2,1,10,,,1.0,1.05,0.52,0.52,47.7
29,FF,2025-03-28,93.7,-1.78,5.54,"Yamamoto, Yoshinobu",693307,808967,,called_strike,,,,,8,Dillon Dingler called out on strikes.,R,R,R,LAD,DET,S,,,0,0,2025,-0.59,1.37,-0.09,2.07,,,,0,4,Top,,,,,,,5.675680743377541,-136.27200718487077,-6.293759016348284,-8.497290671951411,27.66526693486704,-13.89454526847192,3.35,1.55,,,,94.3,2100,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.03,,,,,,,,25,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,212,0.0,-0.037,,,,0.037,,-2,2,0.262,0.738,26,26,27,27,2,1,10,,,1.0,1.21,0.59,0.59,46.7
30,FF,2025-03-28,95.1,-1.94,5.29,"Yamamoto, Yoshinobu",656716,808967,field_out,hit_into_play,,,,,6,Zach McKinstry grounds out to first baseman Freddie Freeman.,R,L,R,LAD,DET,X,3.0,ground_ball,0,1,2025,-0.55,1.3,0.73,2.22,,679529.0,690993.0,2,3,Top,158.25,168.69,,,,,8.309853066426326,-138.17385922821202,-5.37762035243737,-8.92408415497773,29.96300337511384,-14.453173024316897,3.2,1.53,8.0,84.3,-15.0,95.8,2238,6.7,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.76,0.103,0.102,0.0,1.0,0.0,0.0,2.0,21,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,217,0.033,-0.232,66.7,5.7,0.118,0.232,88.0,-2,2,0.284,0.716,26,30,27,30,2,1,10,1.0,,1.0,1.22,0.55,-0.55,42.1
31,FS,2025-03-28,89.8,-1.89,5.36,"Yamamoto, Yoshinobu",656716,808967,,swinging_strike,,,,,14,Zach McKinstry grounds out to first baseman Freddie Freeman.,R,L,R,LAD,DET,S,,,0,0,2025,-1.13,-0.05,0.16,0.76,,679529.0,690993.0,2,3,Top,,,,,,,7.478106935111805,-130.61097027494287,-5.345652660625866,-14.501171963989128,25.962624759024568,-31.8149158493794,3.2,1.53,,,,90.0,1420,6.3,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.17,,,,,,,,21,1,Split-Finger,0,2,2,0,2,0,2,0,Standard,Standard,232,0.0,-0.048,66.3,7.6,,0.048,,-2,2,0.284,0.716,26,30,27,30,2,1,10,1.0,,1.0,2.86,1.13,-1.13,43.8
32,CU,2025-03-28,77.8,-1.6,5.34,"Yamamoto, Yoshinobu",690993,808967,walk,ball,,,,,14,Colt Keith walks.,R,L,R,LAD,DET,B,,,3,2,2025,1.02,-1.41,1.15,1.36,,679529.0,,2,3,Top,,,,,,,4.041642147512475,-113.17906939178872,1.1201542884523028,7.712819895569524,24.86803531548377,-44.658302074715685,3.14,1.49,,,,77.4,2710,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.98,,0.694137,0.7,1.0,0.0,0.0,,20,6,Curveball,0,2,2,0,2,0,2,0,Standard,Standard,31,-0.006,0.115,,,,-0.115,,-2,2,0.29,0.71,26,23,27,24,2,1,10,1.0,,1.0,5.25,-1.02,1.02,46.8
33,FS,2025-03-28,92.0,-1.95,5.3,"Yamamoto, Yoshinobu",690993,808967,,ball,,,,,13,Colt Keith walks.,R,L,R,LAD,DET,B,,,2,2,2025,-1.29,0.3,-0.35,0.77,,,679529.0,2,3,Top,,,,,,,6.883735026360879,-133.91086555771616,-6.41889901719819,-16.957897598774558,24.47941683074708,-27.45755345563066,3.08,1.49,,,,92.8,1644,6.4,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.08,,,,,,,,20,5,Split-Finger,0,2,2,0,2,0,2,0,Infield shade,Standard,230,-0.009,0.085,,,,-0.085,,-2,2,0.299,0.701,26,23,27,24,2,1,10,1.0,,1.0,2.36,1.29,-1.29,38.0
34,FS,2025-03-28,91.1,-2.01,5.27,"Yamamoto, Yoshinobu",690993,808967,,ball,,,,,13,Colt Keith walks.,R,L,R,LAD,DET,B,,,1,2,2025,-0.93,0.1,-0.46,1.32,,,679529.0,2,3,Top,,,,,,,5.91955392526117,-132.593101751216,-4.356035993890522,-12.140056526891614,24.423221142984797,-30.305399771692848,3.14,1.57,,,,92.3,1498,6.7,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.82,,,,,,,,20,4,Split-Finger,0,2,2,0,2,0,2,0,Infield shade,Standard,239,0.0,0.038,,,,-0.038,,-2,2,0.299,0.701,26,23,27,24,2,1,10,1.0,,1.0,2.61,0.93,-0.93,39.9
35,FS,2025-03-28,90.3,-1.97,5.3,"Yamamoto, Yoshinobu",690993,808967,,swinging_strike,,,,,13,Colt Keith walks.,R,L,R,LAD,DET,S,,,1,1,2025,-0.86,0.19,-0.95,1.71,,,679529.0,2,3,Top,,,,,,,4.410447775855672,-131.52272546953742,-3.471262048724164,-10.945855311150511,24.525887683111424,-29.50457099363692,3.31,1.59,,,,91.3,1528,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.95,,,,,,,,20,3,Split-Finger,0,2,2,0,2,0,2,0,Infield shade,Standard,236,0.0,-0.06,72.3,7.2,,0.06,,-2,2,0.299,0.701,26,23,27,24,2,1,10,1.0,,1.0,2.57,0.86,-0.86,39.8
